Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42821,,
Mouse ID,14411,,
Disposition,"emaciated, hunched",,
Sex,female,,
Strain,Nestin-TVA;pten f/f;Ink4a f/f,,
BD,42796,,
Sac Date,42821,,
Age at Sac,25,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,42798,,
Virus 1,TRE3-BRAF,,
Virus 2,TetOff,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42810,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,hydrocephaly,,
,,,
