Mouse Necropsy information sheet,...2,...3,...4
Initials,ZL,,
Today's Date,44260,,
Mouse ID,25753,,
Disposition,R: shoulder and ear,,
Disposition,Reason for sac: tumor size,,
Disposition,,,
Disposition,,,
Treatment,BRAFi + MEKi + FAKi,,
Sex,Male,`,
Strain,All Alleles,,
BD,44192,,
Sac Date,44260,,
Age at Sac,68,,
Injection Date,44193,,
Virus 1,RCAS myrAkt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,,,
Drug treatment,,,
Genotype,All Alleles,,
Tissue collected,"T1, B, L",,
Zinc fixed?,No,,
Formalin fixed?,"T1, B, L",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,Yes,,
Additional comments,"Skull intact, brain normal.",,
,"T1 for cryogenic sample, and cell line, large tumor growing on lung did not dub as T2 since on lung.",,
,No blood,,
