Mouse Necropsy information sheet,...2,...3,...4
Initials,MS,,
Today's Date,42856,,
Mouse ID,14419,,
Disposition,Large tumor over right eye was occluding vision and cuasing pain.,,
Sex,Female,,
Strain,All alleles,,
BD,42797,,
Sac Date,42856,,
Age at Sac,59,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42798,,
Virus 1,RCAS myrFLAG AKT 1PL/2KR,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,42835,,
Date Tumor reported,N/A,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,1 large (1cm cubed) tumor over right eye,,
,No lung mets observed via gross observation,,
,Skull was intact,,
,2 tubes with tumor chunks cryopreserved,,
