Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42535,,
Mouse ID,10047,,
Disposition,T1- right scapula/nape of neck; T2- right flank; hunched posture but normal activity,,
Sex,Male,,
Strain,All Alleles,,
BD,42466,,
Sac Date,42542,,
Age at Sac,76,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42467,,
Virus 1,RCAN HA-Akt1 E17K,,
Virus 2,Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,42527,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,T1- right scapula/nape of neck; T2- right flank; hunched posture but normal activity,,
,Small nodules found on lungs.,,
,All other organs appeared normal.,,
,Skull intact.,,
,"T1- 3 cryogenics, 1 cell line; T2- 1 cryogenic, 1 cell line",,
