Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,43192,,
Mouse ID,17836,,
Disposition,Sac'd due to tumor size; T1 - behind L scapula; T2 - behind L ear,,
Sex,Female,,
Strain,All Alleles,,
BD,43130,,
Sac Date,43192,,
Age at Sac,62,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43131,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,43185,,
Dox Tx?,No,,
Duration of Dox Tx,3 (Dox started when tumor reached 1000 mm3),,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,Yes,,
Additional comments,Sac'd due to tumor size; T1 - behind L scapula; T2 - behind L ear,,
,Brain and skull were in tact.,,
,Enlarged spleen,,
,T1 - 3 cryos and 1 cell line; T2 - no cryos and 1 cell line attempted,,
