Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42626,,
Mouse ID,11587,,
Disposition,"Lethargic disposition/breathing heavily; T1- R side; T2-  head, really small",,
Sex,Male,,
Strain,All alleles,,
BD,42585,,
Sac Date,42625,,
Age at Sac,40,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42586,,
Virus 1,RCAS HA-Akt1 E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Lethargic disposition/breathing heavily; T1- R side; T2-  head, really small",,
,Skull intact,,
,"Lungs, kidneys, liver and small intestine had nodes present and there was also a large mass underneath the H/L complex.",,
,"T1- 2 cryos, 1 cell line; T2- 1 cell line",,
