Mouse Necropsy information sheet,...2,...3,...4
Initials,MS,,
Today's Date,43223,,
Mouse ID,17799,,
Disposition,"Hunched, lethargic, uncoordinated movement",,
Sex,Male,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43125,,
Sac Date,43223,,
Age at Sac,98,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,43127,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,43222,,
Dox Tx?,Vehicle,,
Duration of Dox Tx,,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,"Brain, blood",,
Zinc fixed?,No,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
,,,
Additional comments,Treated with TMZ 3hrs prior to sac,,
