Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43514,,
Mouse ID,19432,,
Disposition,Sac'd due to tumor size,,
Disposition,T1 -- R-scapula,,
Disposition,T2 -- L scapula,,
Disposition,,,
Treatment,AKTi only,,
Sex,Male,,
Strain,All Alleles,,
BD,43453,,
Sac Date,43514,,
Age at Sac,61,,
Injection Date,43819,,
Virus 1,RCAS Akt1E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"Brain, lungs, T1, T2",,
Zinc fixed?,No,,
Formalin fixed?,"Brain, lungs, T1, T2",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,Skull intact,,
,"FFPE for B/L, T1, T2",,
,"1 cryo and 1 cell line attempted for T1, T2",,
,All organs appeared normal,,
