Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42768,,
Mouse ID,13362,,
Disposition,Normal disposition; tumor size is reason for sac; T1- L ear; T2- R ear,,
Sex,Female,,
Strain,All alleles,,
BD,42719,,
Sac Date,42768,,
Age at Sac,49,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42720,,
Virus 1,RCAS HA-Akt1 Q79K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,N/A,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Normal disposition; tumor size is reason for sac; T1- L ear; T2- R ear,,
,Skull was intact,,
,Organs appeared normal,,
,2 cryogenics and 1 cell line per tumor,,
