Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43546,,
Mouse ID,19560,,
Disposition,T1 -- R-shoulder,,
Disposition,Sac'd due to tumor size,,
,,,
Disposition,,,
Treatment,AKTi,,
Sex,Male,,
Strain,All Alleles,,
BD,43495,,
Sac Date,43546,,
Age at Sac,51,,
Injection Date,43481,,
Virus 1,RCAS Akt1E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"Brain, lungs, T1",,
Zinc fixed?,No,,
Formalin fixed?,"Brain, lungs, T1",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,Yes (one large one),,
Additional comments,Skull intact,,
,All organs appeared normal excel a lung lobe (large nodule),,
,"1 cryo, 1 cell line attempted",,
,"1 FFPE for T1, B/L",,
