Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42866,,
Mouse ID,15004,,
Disposition,Really lethargic and had ragged fur. No tumor present.,,
Sex,Male,,
Strain,All alleles,,
BD,42842,,
Sac Date,42865,,
Age at Sac,23,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42841,,
Virus 1,RCAS HA mTG2,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,N/A,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Lots of small lung nodules-- looks like the beginning of the popcorn lung phenotype,,
,Blood in brain.,,
,No tumor chunks frozen or cell line attempted.,,
,Colon appeared to be blocked or backed up.,,
,Very little blood circulating through mouse.,,
