Mouse Necropsy information sheet,...2,...3,...4
Initials,BP,,
Today's Date,43084,,
Mouse ID,17060,,
Disposition,Tumor,,
Sex,Female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43030,,
Sac Date,43084,,
Age at Sac,54,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,43033,,
Virus1,IDH1R132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,43077,,
Dox Tx?,Treated with TMZ and Ola,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,brain and blood,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,NA,,
,,,
