Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42948,,
Mouse ID,14194,,
Disposition,"Large, soft, ulcerating tumor on top of skull. Appeared healthy and active.",,
Sex,Male,,
Strain,Ink WT,,
BD,42781,,
Sac Date,42947,,
Age at Sac,166,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42782,,
Virus 1,RCAS hLSD1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42902,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Ink wt,,
Tissue collected,"brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Tumor was almost entirely fluid filled and was actually much smaller than appeared initially.,,
,Skull intact.,,
,A few small nodules on lungs.,,
,1 cryovials frozen and cell line attempted,,
