Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42614,,
Mouse ID,11354,,
Disposition,Lethargic dispostion; T1- Head; T2- R scapula,,
Sex,Male,,
Strain,All Alleles,,
BD,42567,,
Sac Date,42614,,
Age at Sac,47,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42569,,
Virus 1,RCAS HA-Akt3 E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf het; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, kidneys, liver, spleen, tumor, lymph nodes (?)",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Lethargic dispostion; T1- Head; T2- R scapula,,
,T1 invaded the skull and brain,,
,Organs appeared normal except brain which was mushy but still intact due to T1,,
,"T1- 2 cyrogenics, 1 cell line attempted; T2- 1 cryo, 1 cell line",,
