Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43157,,
Mouse ID,17714,,
Disposition,"Hunched, ungroomed.",,
Sex,Female,,
Strain,Nestin-TVA; Braf het; pten f/f;Ink4a f/f,,
BD,43113,,
Sac Date,43157,,
Age at Sac,44,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,43117,,
Virus 1,Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,43143,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; Braf het; pten f/f;Ink4a f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Sac'd three hours after LGX dosing,,
,Sample taken for cell culture purposes.,,
