Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42584,,
Mouse ID,11107,,
Disposition,Found dead- no primary tumor detected,,
Sex,Female,,
Strain,All Alleles,,
BD,42552,,
Sac Date,42583,,
Age at Sac,31,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42552,,
Virus 1,RCAS myr-FLAG-AKT2,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes- no primary tumor but L-mets aplenty,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lung/heart complex",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Found dead- no primary tumor detected,,
,Skull intact,,
,Brain was mushy and barely salvagable,,
,All organs appeared extremely necrotic except lungs- unrecognizable due to massive tumor burden,,
,No cryo; no cell lines,,
