Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42783,,
Mouse ID,13665,,
Disposition,"Paralyzed rear legs with labored breathing; T1- R scapula, very small",,
Sex,Male,,
Strain,All alleles,,
BD,42740,,
Sac Date,42783,,
Age at Sac,43,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42741,,
Virus 1,RCAS HA-Akt2 E40K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,N/A,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Paralyzed rear legs with labored breathing; T1- R scapula, very small",,
,Skull was intact,,
,All other organs appeared normal--except spots had nodules present,,
,1 cell line attempted,,
