Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,44169,,
Mouse ID,24925,,
Disposition,T1 -- Neck,,
Disposition,T2 -- R shoulder,,
Disposition,Normal behavior,,
Disposition,Reason for sac: turmor size,,
Disposition,,,
Treatment,BRAFi (Encorafenib) + MEKi (Binimetinib) + FAKi (PF-573228),,
Sex,male,`,
Strain,All Alleles,,
BD,44105,,
Sac Date,44169,,
Age at Sac,64,,
Injection Date,44106,,
Virus 1,RCAS myrAkt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"T1, T2, B, L",,
Zinc fixed?,No,,
Formalin fixed?,"T1, T2, B, L",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,Skull intact,,
,All organs appeared normal,,
,"T1: Cryogenic (1 tube, 2 samples)",,
,T1: Sample for flow cytometry,,
,Blood taken,,
