Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43488,,
Mouse ID,19278,,
Disposition,T1 -- Nape of neck,,
Disposition,T2 -- posterior to T1,,
Disposition,Sac'd due to tumor size,,
Treatment,Vehicle control,,
Sex,Female,,
Strain,All Alleles,,
BD,43430,,
Sac Date,43488,,
Age at Sac,58,,
Injection Date,43797,,
Virus 1,RCAS Akt1E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"Brain, lungs, T1, T2",,
Zinc fixed?,No,,
Formalin fixed?,"Brain, lungs, T1, T2",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,None detectable,,
Additional comments,Skull intact,,
,"FFPE for brain, lungs, T1, T2",,
,All organs appeared normal,,
,"2 cryos for T1, 2 cryos for T2",,
,1 cell line attempted per tumor,,
