Mouse Necropsy information sheet,...2,...3,...4
Initials,RH,,
Today's Date,43796,,
Mouse ID,21724,,
Disposition,,,
Disposition,,,
,,,
Disposition,,,
Treatment,,,
Sex,Female,,
Strain,Nestin-TVA; Ink4af/f; H11LSL-Cas9 f/f; CIC f/f (OligoNation C),,
BD,43771,,
Sac Date,43796,,
Age at Sac,25,,
Injection Date,43773,,
Virus 1,RCAS Cre,,
Virus 2,RCAS IDH1R132H-HA,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Domed head,,
Date Tumor reported,43789,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,Nestin-TVA; Ink4af/f; H11LSL-Cas9 f/f; CIC f/f,,
Tissue collected,"Brain, tail snip",,
Zinc fixed?,No,,
Formalin fixed?,Brain,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,,,
Additional comments,"Found dead a couple hours after observing mouse was hunched and weak looking, but fur was still groomed.",,
,"Lots of fluid on the brain when the skull was opened, the brain sort of deflated",,
,Fixed the brain in 10% NBF overnight and the next day transferred to 70% EtOH in a 50mL conical.,,
,Virus was added in a 1:1 ratio with 10^6 cells total per pup in 5uL.,,
