Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42613,,
Mouse ID,11358,,
Disposition,"Lethargic dispostion; T1- L scapula, large",,
Sex,Female,,
Strain,All Alleles,,
BD,42567,,
Sac Date,42613,,
Age at Sac,46,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42569,,
Virus 1,RCAS HA-Akt3 E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf het; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, kidneys, liver, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Lethargic dispostion; T1- L scapula, large",,
,Skull intact,,
,Organs appeared normal except one lobe of the lung had a sizable nodule present,,
,3 cyrogenics and 1 cell attempted,,
