Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42957,,
Mouse ID,15690,,
Disposition,lethargic,,
Sex,female,,
Strain,Nestin-TVA; ATRX flox/flox; Pten f/f,,
BD,42893,,
Sac Date,42957,,
Age at Sac,64,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,42894,,
Virus 1,RCASV5P53R273C,,
Virus 2,PDGFA,,
Virus 3,IDHR132H,,
Virus 4,Cre,,
Evidence of tumor?,yes,,
Date Tumor reported,42941,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"hunched, hydrocephaly",,
,,,
