Mouse Necropsy information sheet,...2,...3,...4
Initials,DS,,
Today's Date,42779,,
Mouse ID,13693,,
Disposition,"hydrocephaly, domed head",,
Sex,male,,
Strain,Nestin-TVA;pten f/f;Ink4a f/f,,
BD,42741,,
Sac Date,42779,,
Age at Sac,38,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,42744,,
Virus 1,RCAS-HBEGF,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42758,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA +/+; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
