Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42870,,
Mouse ID,14874,,
Disposition,"Minimal activity, lack of balance, labored breathing; T1- R ear",,
Sex,female,,
Strain,All Alleles,,
BD,42830,,
Sac Date,42870,,
Age at Sac,40,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42830,,
Virus 1,HA-Akt1 E17K (K179M),,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,42857,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,"Tumor, organs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Minimal activity, lack of balance, labored breathing; T1- R ear",,
,Tumor impeded skull but brain was still intact,,
,All organs appeared normal-- except lungs were covered in nodules,,
,2 cryogenics and 1 cell line attempted,,
