Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,43131,,
Mouse ID,17346,,
Disposition,Normal disposition; sac'd due to tumor size. T1 - behind R scapula; T2 - L ear and neck. T2 - noticed during necropsy,,
Sex,Male,,
Strain,All Alleles,,
BD,43066,,
Sac Date,43131,,
Age at Sac,65,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43067,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,43115,,
Dox Tx?,Yes,,
Duration of Dox Tx,16,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,Yes,,
Additional comments,Normal disposition; sac'd due to tumor size. T1 - behind R scapula; T2 - L ear and neck. T2 - noticed during necropsy,,
,Brain and skull were in tact,,
,R - lung appeared enlarged,,
,"T1 - 3 cryos and 1 cell line; T2 - No cryos, 1 cell line attempted",,
Blood Collection,Succesful collection of plasma. Saved in -80 C,,
