Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42887,,
Mouse ID,14956,,
Disposition,Normal disposition; sac'd due to tumor size; T1- R ear/R scapula,,
Sex,Female,,
Strain,All Alleles,,
BD,42837,,
Sac Date,42887,,
Age at Sac,50,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42838,,
Virus 1,HA-Akt1 E17K (K179M),,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,42874,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,"Tumor, organs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Normal disposition; sac'd due to tumor size; T1- R ear/R scapula,,
,Skull and brain were intact.,,
,All organs appeared normal -- lungs had dark spots present,,
,3 cryogenics and 1 cell line attempted.,,
