Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42788,,
Mouse ID,13470,,
Disposition,"Sac'd due to tumor size; normal disposition; T1-located between scapulas, though more on right side; T2-left ear",,
Sex,Male,,
Strain,All alleles,,
BD,42731,,
Sac Date,42787,,
Age at Sac,56,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42732,,
Virus 1,RCAS HA-Akt1 Q79K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,N/A,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Sac'd due to tumor size; normal disposition; T1-located between scapulas, though more on right side; T2-left ear",,
,Skull was intact,,
,Organs appeared normal,,
,T1- 2 cryos and 1 cell line; T2-1 cryo & 1 cell line,,
