Mouse Necropsy information sheet,...2,...3,...4
Initials,DY,,
Today's Date,43172,,
Mouse ID,17865,,
Disposition,Ungroomed and hunched,,
Sex,Female,,
Strain,Nestin-TVA; Braf het; pten f/f;Ink4a f/f,,
BD,43134,,
Sac Date,43172,,
Age at Sac,38,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,43136,,
Virus 1,RCAS-Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,43146,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,Nestin-TVA; Braf het; pten f/f;Ink4a f/f,,
Tissue collected,Brain,,
Zinc fixed?,No,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
,,,
Additional comments,"enlarged brain, additonal tumor growth outside of skull",,
