Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42858,,
Mouse ID,13086,,
Disposition,normal,,
Sex,female,,
Strain,Nestin-TVA;pten f/f;Ink4a f/f,,
BD,42705,,
Sac Date,42857,,
Age at Sac,152,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,42707,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,no,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA;pten f/f;Ink4a f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,endpoint,,
,,,
