Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42607,,
Mouse ID,11363,,
Disposition,"Paralyzed rear R leg; T1- tiny, base of skull",,
Sex,Male,,
Strain,All Alleles,,
BD,42567,,
Sac Date,42607,,
Age at Sac,40,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42569,,
Virus 1,RCAS HA-Akt3 E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf het; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, kidneys, liver, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Paralyzed rear R leg; T1- tiny, base of skull",,
,Skull intact,,
,Organs looked normal except liver had small spots present,,
,"No cryos, no cell line because it was too small",,
