Mouse Necropsy information sheet,...2,...3,...4
Initials,ZL,,
Today's Date,44242,,
Mouse ID,25709,,
Disposition,T1: R-head/ear,,
Disposition,Reason for sac: tumor size,,
Disposition,,,
Disposition,,,
Treatment,BRAFi + MEKi + FAKi,,
Sex,Female,`,
Strain,All Alleles,,
BD,44185,,
Sac Date,44242,,
Age at Sac,57,,
Injection Date,44186,,
Virus 1,RCAS myrAkt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,,,
Drug treatment,,,
Genotype,All Alleles,,
Tissue collected,"T1, B, L",,
Zinc fixed?,No,,
Formalin fixed?,"T1, B, L",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,Skull intact,,
,All organs appeared normal,,
,cell line started,,
,T1: 1 cryogenic samples,,
,Blood taken,,
