Mouse Necropsy information sheet,...2,...3,...4
Initials,YN,,
Today's Date,42765,,
Mouse ID,13213,,
Disposition,Tumor bulk on right side; unable to open right eye; slightly hunched,,
Sex,Female,,
Strain,All alleles,,
BD,42712,,
Sac Date,42765,,
Age at Sac,53,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42713,,
Virus 1,RCAS myr FLAG Akt 1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42745,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, primary tumor,spleen",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Tumor was solid and fairly large; grew prominently on the right side of skull; skull was still in tact; a cell line attempted; H&L looked healthy upon visual inspection; a vial for cryo was obtained.,,
,,,
