Mouse Necropsy information sheet,...2,...3,...4
Initials,YN,,
Today's Date,42779,,
Mouse ID,13230,,
Disposition,No palpable tumor. Normal dispostion.,,
Sex,Female,,
Strain,All alleles,,
BD,42714,,
Sac Date,42779,,
Age at Sac,65,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42716,,
Virus 1,RCAS myrFLAG AKT1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,None/,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,None.,,
,,,
Formalin fixed?,,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,TVA negative mouse.,,
,,,
