Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43160,,
Mouse ID,17696,,
Disposition,Poor health,,
Sex,Male,,
Strain,Nestin-TVA;pten f/f;Ink4a f/f,,
BD,43111,,
Sac Date,43160,,
Age at Sac,49,,
RCAS injection?,Yes,,
Injection route,Intercranial,,
Injection Date,43112,,
Virus 1,PDGFA,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,43157,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,Nestin-TVA;pten f/f;Ink4a f/f,,
Tissue collected,Brain,,
Zinc fixed?,No,,
Formalin fixed?,Brain,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,,,
Additional comments,Lumpy brain tissue.,,
