Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,42514,,
Mouse ID,10167,,
Disposition,Respiratory distress; T1 of upperback covering both scapulas,,
Sex,Female,,
Strain,All Alleles,,
BD,42480,,
Sac Date,42514,,
Age at Sac,34,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42480,,
Virus 1,HA-Akt1 E40K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Respiratory distress; T1 of upper-back covering both scapulas,,
,Skull intact,,
,Kidney nodules and small lung nodules,,
,"3 cryogenics, 2 cell lines attempted",,
