Mouse Necropsy information sheet,...2,...3,...4
Initials,YN,,
Today's Date,42655,,
Mouse ID,11899,,
Disposition,"Still alert and fast reflexes, pulsating body, tumor primarily on mid back",,
Sex,Female,,
Strain,All alleles,,
BD,42610,,
Sac Date,42655,,
Age at Sac,45,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42612,,
Virus 1,RCAS myrAkt 2PL/1KR,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42641,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, primary tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Tumor primarily grew on its mid back. Skull was in tact. Heart and lungs looked healthy. 2 pieces of tumor were frozen down. 1 primary cell line started.,,
,,,
