Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42878,,
Mouse ID,14897,,
Disposition,"Difficulty breathing, not grooming. Tumor around shoulders and ribcage.",,
Sex,Female,,
Strain,All alleles,,
BD,42832,,
Sac Date,42874,,
Age at Sac,42,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42832,,
Virus 1,RCAS HA mTG2,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42866,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Had popcorn lung phenotype.,,
,"Skull was intact, blood in brain",,
,One tumor chunk frozen and cell line attempted,,
,Big nodule in liver,,
,Small spot on spleen.,,
,Tumor was composed of lots of small chunks over a large area,,
