Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42599,,
Mouse ID,11224,,
Disposition,T1- R scapula; T2- under left arm; normal disposition but not very mobile due to T2,,
Sex,Female,,
Strain,All Alleles,,
BD,42558,,
Sac Date,42599,,
Age at Sac,41,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42558,,
Virus 1,RCAS HA-Akt3 E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, spleen, liver, kidneys, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,T1- R scapula; T2- under left arm; normal disposition but not very mobile due to T2,,
,Skull intact,,
,All organs appeared normal,,
,2 cryogenics & 1 cell line attempted per tumor,,
