Mouse Necropsy information sheet,...2,...3,...4
Initials,KB,,
Today's Date,42815,,
Mouse ID,13998-01,,
Disposition,"Lumpy head, otherwise normal behavior",,
Sex,F,,
Strain,N-TVA; pten f/f; Ink4a f/f;,,
BD,42766,,
Sac Date,42815,,
Age at Sac,49,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,42767,,
Virus 1,RCAS Cre,,
Virus 2,RCAS HBEGF,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42800,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,tva wt; Pten f/f; Ink f/f,,
Tissue collected,brain,,
4% PFA transcardial perfusion,yes,,
Formalin fixed?,,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
