Mouse Necropsy information sheet,...2,...3,...4
Initials,CF,,
Today's Date,42814,,
Mouse ID,13678,,
Disposition,lethargic,,
Sex,male,,
Strain,N-TVA; pten f/f; Ink4a f/f,,
BD,42740,,
Sac Date,42811,,
Age at Sac,71,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,42740,,
Virus 1,Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42809,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,N-TVA; pten f/f; Ink4a f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"lethargic, domed head, enlarged brain",,
,,,
