Mouse Necropsy information sheet,...2,...3,...4
Initials,YN,,
Today's Date,42787,,
Mouse ID,13551,,
Disposition,Heavily breathing and balled up in the corner of the cage--little movement,,
Sex,Male,,
Strain,All alleles,,
BD,42736,,
Sac Date,42787,,
Age at Sac,51,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42738,,
Virus 1,RCAS myrFLAG AKT1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42776,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Tumor was on the smaller side and located directly on top of the skull. Skull was still intact.,,
,Heart and Lungs were enveloped inside a solid tumor.,,
,No tumor chunk for preservation.,,
,No cell line attempted.,,
