Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42662,,
Mouse ID,11674,,
Disposition,"Normal disposition, domed head",,
Sex,male,,
Strain,Nestin-TVA; Pten f/f,,
BD,42592,,
Sac Date,42633,,
Age at Sac,41,,
RCAN injection?,Yes,,
Injection route,intercranial,,
Injection Date,42594,,
Virus 1,TRE3-BRAF,,
Virus 2,TetOff,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; Pten f/f,,
Tissue collected,Brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,hydrocephaly,,
,,,
