Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,44060,,
Mouse ID,24072,,
Disposition,T1 -- Right Shoulder,,
Disposition,Reason for sac: Tumor size,,
Disposition,Normal behavior,,
Treatment,,,
Sex,Female,`,
Strain,All Alleles,,
BD,44009,,
Sac Date,44060,,
Age at Sac,51,,
Injection Date,44011,,
Virus 1,RCAS myrAkt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"T1, B, L",,
Zinc fixed?,No,,
Formalin fixed?,"T1, B, L",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,Skull intact,,
,All organs appeared normal,,
,Blood collected,,
,"T1: Cryogenic (1 tube, 2 samples)",,
,T1: Cell line attempted,,
