Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42668,,
Mouse ID,12118,,
Disposition,Lethargic disposition. No tumor present.,,
Sex,Male,,
Strain,Ink WT,,
BD,42628,,
Sac Date,42668,,
Age at Sac,40,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42619,,
Virus 1,RCAS Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,NA,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Ink wt,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Blood in Brain, skull intact",,
,H&L appeared healthy,,
,2nd mouse from same cage with same symptoms,,
