Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43492,,
Mouse ID,19276,,
Disposition,T1 disappeared on treatment,,
Disposition,Sac'd due to illness,,
Treatment,BRAFi + MEKi,,
Sex,Male,,
Strain,All Alleles,,
BD,43430,,
Sac Date,43492,,
Age at Sac,62,,
Injection Date,43430,,
Virus 1,RCAS Akt1E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Not at time of necropsy,,
Date Tumor reported,,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"Brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,Massive,,
Additional comments,Skull intact,,
,"FFPE for brain, lungs",,
,All organs appeared normal except lungs,,
