Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42674,,
Mouse ID,11919,,
Disposition,T1- b/n scapulas; T2- R ear; sac'd due to tumor burden,,
Sex,Female,,
Strain,All alleles,,
BD,42612,,
Sac Date,42674,,
Age at Sac,62,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42614,,
Virus 1,RCAS HA-Akt1 Q79K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,T1- b/n scapulas; T2- R ear; sac'd due to tumor burden,,
,Skull was intact,,
,Organs appeared normal--lungs had spots present,,
,"T1- 2 cryos, 1 cell line; T2- 1 cryo, 1 cell line",,
