Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,42559,,
Mouse ID,10630,,
Disposition,"T1- upper spine, T2- above L scap/head; lethargic and more mellow dispostion (perhaps ill?)",,
Sex,Male,,
Strain,All Alleles,,
BD,42523,,
Sac Date,42559,,
Age at Sac,36,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42523,,
Virus 1,HA-Akt3 E40K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"T1- upper spine, T2- above L scap/head; lethargic and more mellow dispostion (perhaps ill?)",,
,Skull intact,,
,T2 was attached to skull but not impeding--brain looked fine,,
,All other organs appeared normal,,
,3 cryogenics and 1 cell line attempted per tumor,,
