Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43090,,
Mouse ID,16885,,
Disposition,Experimental Endpoint,,
Sex,Female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43010,,
Sac Date,43090,,
Age at Sac,80,,
RCAS injection?,Yes,,
Injection route,Intercranial,,
Injection Date,43012,,
Virus 1,13036 Tumor Line,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,NA,,
Treated?,No,,
Duration of Dox,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,Brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Brain Appeared Normal,,
,,,
