Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42566,,
Mouse ID,10198,,
Disposition,Normal disposition T1--located right of thoracic spine; T2--posterior to right scapula,,
Sex,Female,,
Strain,DCT-TVA; Braf het,,
BD,42482,,
Sac Date,42566,,
Age at Sac,84,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42482,,
Virus 1,RCAN HA-Akt1 E17K,,
Virus 2,Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,42537,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf het; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Normal disposition T1--located right of thoracic spine; T2--posterior to right scapula,,
,Skull intact,,
,Other organs appeared normal.,,
,TVA negative so reclipped tail for re-genotyping,,
,3 cryogenics attempted for tumor 1; 2 cryogenics attempted for tumor 2; 1 cell line attempted per tumor.,,
