Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42919,,
Mouse ID,15741,,
Disposition,Found Dead,,
Sex,Female,,
Strain,Nestin-TVA; Braf ca/ca; Pten f/f; Ink f/f,,
BD,42897,,
Sac Date,42919,,
Age at Sac,22,,
RCAS injection?,Yes,,
Injection route,intercranial,,
Injection Date,42898,,
Virus 1,Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42912,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; Braf ca/ca; Pten f/f; Ink f/f,,
Tissue collected,n/a,,
,,,
Formalin fixed?,n/a,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Found dead by mouse technician on July 1st. Not able to extract brain as it had already decayed. Noticeable evidence of being consumed by littermates.,,
,,,
