Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42517,,
Mouse ID,10138,,
Disposition,T1--upper neck between scapulas; T2--middle of back; normal behavior,,
Sex,Female,,
Strain,All Alleles,,
BD,42473,,
Sac Date,42517,,
Age at Sac,44,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42475,,
Virus 1,HA-Akt1 E40K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,T1--upper neck between scapulas; T2--middle of back; normal behavior,,
,"Skull intact but brain appeared deformed, especially on left side",,
,All other organs appeared normal,,
,3 cryogenics attempted per tumor; 1 cell line attempted per tumor,,
,,,
,"NOTE- samples changed from formalin to 100% EtOH @ 24h (lab error), then grossed using 70% EtOH in attempt to rehydrate tissue",,
