Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43010,,
Mouse ID,15232,,
Disposition,Experimental Enpoint,,
Sex,Female,,
Strain,Nestin-TVA; ATRX flox/flox; Pten f/f,,
BD,42857,,
Sac Date,43010,,
Age at Sac,153,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,42858,,
Virus 1,IDHR132H,,
Virus 2,RCAS V5P53273C,,
Virus 3,Cre,,
Virus 4,PDGFA,,
Evidence of tumor?,No,,
Date Tumor reported,NA,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Brain and health appeared normal,,
,,,
