Mouse Necropsy information sheet,...2,...3,...4
Initials,SA,,
Today's Date,43091,,
Mouse ID,17064,,
Disposition,"Hunched, poor health",,
Sex,Male,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43030,,
Sac Date,43091,,
Age at Sac,61,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,43032,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,N/A,,
Dox Tx?,No,,
Duration of Dox Tx,N/A,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
