Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43207,,
Mouse ID,17996,,
Disposition,Poor health,,
Sex,Female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43152,,
Sac Date,43207,,
Age at Sac,55,,
RCAS injection?,Yes,,
Injection route,Intercranial,,
Injection Date,43154,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,43204,,
Dox Tx?,TMZ,,
Duration of Dox Tx,,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,"Brain, blood",,
Zinc fixed?,No,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,,,
Additional comments,Treated with TMZ 3 hours prior to sac. Brain was highly vascularized but not swollen or mushy. Necrotic tissue found towards base of brain (underneath).,,
