Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,43005,,
Mouse ID,13956,,
Disposition,"No tumor, appeared overall healthy.",,
Sex,Female,,
Strain,Ink WT,,
BD,42764,,
Sac Date,43004,,
Age at Sac,240,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42765,,
Virus 1,RCAS hLSD1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,NA,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Ink wt,,
Tissue collected,"brain, lungs, heart, liver, kidneys, spleen",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,H&L healthy,,
,Skull intact,,
,No tumor-- endpoint.,,
