Mouse Necropsy information sheet,...2,...3,...4
Initials,ZL,,
Today's Date,44256,,
Mouse ID,25823-33,,
Disposition,"paralyzed, no primary tumor",,
Disposition,Reason for sac: paralysis,,
Disposition,,,
Disposition,,,
Treatment,,,
Sex,male,`,
Strain,All Alleles,,
BD,44197,,
Sac Date,44256,,
Age at Sac,59,,
Injection Date,44199,,
Virus 1,RCAS myrAkt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,,,
Drug treatment,,,
Genotype,All Alleles,,
Tissue collected,"B, L, T1?",,
Zinc fixed?,No,,
Formalin fixed?,"B, L, T1?",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,"yes, more nodules than lung",,
Additional comments,"Skull intact, brain normal.",,
,small tumor growing off of lungs hence the question mark on t1,,
,"No cell line, cryogenic sample, or blood collected",,
