Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43089,,
Mouse ID,16669,,
Disposition,Experimental Endpoint,,
Sex,Male,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,42972,,
Sac Date,43089,,
Age at Sac,117,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,42975,,
Cells,AIP IDHR132H,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42996,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Brain Appeared healthy,,
,,,
