Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42779,,
Mouse ID,12068,,
Disposition,normal,,
Sex,male,,
Strain,Nestin-TVA; ATRX flox/flox; Pten f/f,,
BD,42623,,
Sac Date,42775,,
Age at Sac,152,,
RCAS injection?,Yes,,
Injection route,intercranial,,
Injection Date,42626,,
Virus 1,IDH1R132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,no,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,experimental endpoint,,
,,,
