Mouse Necropsy information sheet,...2,...3,...4
Initials,ZL,,
Today's Date,44256,,
Mouse ID,25820-13,,
Disposition,Sick and tumor growing on R Shoulder,,
Disposition,Reason for sac: sick,,
Disposition,,,
Disposition,,,
Treatment,BRAFi + MEKi,,
Sex,Female,`,
Strain,All Alleles,,
BD,44197,,
Sac Date,44272,,
Age at Sac,75,,
Injection Date,44199,,
Virus 1,RCAS myrAkt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,,,
Drug treatment,,,
Genotype,All Alleles,,
Tissue collected,"B, L, T1",,
Zinc fixed?,No,,
Formalin fixed?,"B, L, T1",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,"Skull intact, brain normal.",,
,Cryogenic sample and Cell line started,,
,No blood collected,,
