Mouse Necropsy information sheet,...2,...3,...4
Initials,aw,,
Today's Date,42710,,
Mouse ID,11075,,
Disposition,normal,,
Sex,female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,42550,,
Sac Date,42702,,
Age at Sac,152,,
RCAS injection?,Yes,,
Injection route,intercranial,,
Injection Date,42552,,
Virus 1,PDGFA,,
Virus 2,IDH1WT,,
Virus 3,CRE,,
Virus 4,,,
Evidence of tumor?,no,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
