Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42393,,
Mouse ID,12791,,
Disposition,normal,,
Sex,male,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,42681,,
Sac Date,42759,,
Age at Sac,78,,
RCAS injection?,Yes,,
Injection route,intercranial,,
Injection Date,42683,,
Virus 1,LV:NF1,,
Virus 2,RCAS CRE,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42703,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,large tumor on top of skull,,
,skull intact,,
