Mouse Necropsy information sheet,...2,...3,...4
Initials,ZL,,
Today's Date,44270,,
Mouse ID,25819,,
Disposition,T1: Right shoulder/head,,
Disposition,Reason for sac: Tumor Size,,
Disposition,,,
Disposition,,,
Treatment,,,
Sex,Female,`,
Strain,All Alleles,,
BD,44197,,
Sac Date,44267,(filled out necropsy file on 15th),
Age at Sac,70,,
Injection Date,44199,,
Virus 1,RCAS myrAkt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,44258,,
Dox Tx?,,,
Drug treatment,BRAFi + MEKi,,
Genotype,All Alleles,,
Tissue collected,"T1, T2 (on lungs), B, L",,
Zinc fixed?,No,,
Formalin fixed?,"T1, B, L",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,Yes,,
Additional comments,"Skull intact, brain normal.",,
,Lungs had lots of nodules and large tumor growing out of them,,
,"T1 sample taken for cell line, cryogenic sample",,
,unable to take blood,,
