Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43087,,
Mouse ID,16984,,
Disposition,Poor Health,,
Sex,Male,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43018,,
Sac Date,43087,,
Age at Sac,69,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,43020,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,,,
Treated?,TMZ,,
Duration of Dox,N/A,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Slightly enlarged, necrotic tissue found. Completed TMZ treatment.",,
,,,
