Mouse Necropsy information sheet,...2,...3,...4
Initials,RC,,
Today's Date,43269,,
Mouse ID,18215,,
Disposition,experimental end-point,,
Sex,Female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43174,,
Sac Date,43266,,
Age at Sac,92,,
RCAS injection?,Yes,,
Injection route,Intercranial,,
Injection Date,43176,,
Virus 1,Tre3-IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Tetoff-IRES-Cre,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,43257,,
Treated?,No,,
Duration of Dox,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,Brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"brain appeared necrotic, stuck to skull, and fluid-dense",,
,,,
